"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2020-10-20","UEFA Champions League (Group stage)","Lazio","3-5-2",3,1.7,"Ciro Immobile · 6&rsquor; Marwin Hitz (OG) · 23&rsquor; Jean-Daniel Akpa-Akpro · 76&rsquor;","2","0","Dortmund","3-4-3",1,1.3,"Erling Haaland · 71&rsquor;","1","0","Lazio","Home",990,2,2,0,0,11,4,2,0,529,11,19,11,1.7,1.7,1.4,21,4,314,414,75.8,26,241,16,10,5
"UEFA Champions League","2020-10-20","UEFA Champions League (Group stage)","Lazio","3-5-2",3,1.7,"Ciro Immobile · 6&rsquor; Marwin Hitz (OG) · 23&rsquor; Jean-Daniel Akpa-Akpro · 76&rsquor;","2","0","Dortmund","3-4-3",1,1.3,"Erling Haaland · 71&rsquor;","1","0","Dortmund","Away",990,1,1,0,0,14,7,1,0,835,9,7,7,1.3,1.3,1.2,26,2,649,750,86.5,74,483,17,20,14
"UEFA Champions League","2020-10-20","UEFA Champions League (Group stage)","Paris Saint-Germain","4-3-3",1,1.4,"Anthony Martial (OG) · 55&rsquor;","3","0","Manchester United","3-4-1-2",2,1.4,"Bruno Fernandes (P) · 23&rsquor; Marcus Rashford · 87&rsquor;","2","0","Paris Saint-Germain","Home",990,0,0,0,0,14,5,3,0,698,20,11,8,1.4,1.4,1.2,25,0,489,588,83.2,46,471,18,25,14
"UEFA Champions League","2020-10-20","UEFA Champions League (Group stage)","Paris Saint-Germain","4-3-3",1,1.4,"Anthony Martial (OG) · 55&rsquor;","3","0","Manchester United","3-4-1-2",2,1.4,"Bruno Fernandes (P) · 23&rsquor; Marcus Rashford · 87&rsquor;","2","0","Manchester United","Away",990,2,1,1,1,13,5,2,0,518,24,8,14,1.4,0.6,0.5,23,4,294,381,77.2,35,244,24,20,9
"UEFA Champions League","2020-10-20","UEFA Champions League (Group stage)","Rennes","4-3-3",1,2.7,"Serhou Guirassy (P) · 56&rsquor;","3","0","Krasnodar","4-4-1-1",1,1.4,"Cristian Ramírez · 59&rsquor;","2","0","Rennes","Home",990,1,0,1,1,19,6,3,0,738,13,7,9,2.7,1.9,1.6,40,2,534,637,83.8,46,428,21,19,14
"UEFA Champions League","2020-10-20","UEFA Champions League (Group stage)","Rennes","4-3-3",1,2.7,"Serhou Guirassy (P) · 56&rsquor;","3","0","Krasnodar","4-4-1-1",1,1.4,"Cristian Ramírez · 59&rsquor;","2","0","Krasnodar","Away",990,1,1,0,0,10,3,2,0,495,10,9,5,1.4,1.4,1.3,18,2,285,385,74,36,196,7,10,5
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Red Bull Salzburg","4-4-2",2,1.1,"Dominik Szoboszlai · 45&rsquor; Zlatko Junuzović · 50&rsquor;","1","0","Lokomotiv Moscow","4-4-2",2,0.8,"Éder · 19&rsquor; Vitaly Lisakovich · 75&rsquor;","1","0","Red Bull Salzburg","Home",990,2,2,0,0,15,7,1,0,644,20,18,17,1.1,1.1,0.9,25,3,371,502,73.9,68,384,24,28,14
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Red Bull Salzburg","4-4-2",2,1.1,"Dominik Szoboszlai · 45&rsquor; Zlatko Junuzović · 50&rsquor;","1","0","Lokomotiv Moscow","4-4-2",2,0.8,"Éder · 19&rsquor; Vitaly Lisakovich · 75&rsquor;","1","0","Lokomotiv Moscow","Away",990,2,2,0,0,5,3,1,0,542,18,23,12,0.8,0.8,0.8,10,4,289,412,70.1,35,235,14,25,14
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Real Madrid","4-3-3",2,1,"Luka Modrić · 54&rsquor; Vinicius Júnior · 59&rsquor;","2","0","Shakhtar Donetsk","4-1-4-1",3,1.7,"Tetê · 29&rsquor; Raphaël Varane (OG) · 33&rsquor; Manor Solomon · 42&rsquor;","2","0","Real Madrid","Home",990,2,1,0,0,12,5,2,0,798,31,11,5,1,1,0.6,21,3,618,717,86.2,63,506,29,23,14
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Real Madrid","4-3-3",2,1,"Luka Modrić · 54&rsquor; Vinicius Júnior · 59&rsquor;","2","0","Shakhtar Donetsk","4-1-4-1",3,1.7,"Tetê · 29&rsquor; Raphaël Varane (OG) · 33&rsquor; Manor Solomon · 42&rsquor;","2","0","Shakhtar Donetsk","Away",990,2,2,0,0,6,5,2,0,611,13,14,10,1.7,1.7,1.7,12,4,433,504,85.9,16,403,20,18,14
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Manchester City","4-3-3",3,1.5,"Sergio Agüero (P) · 20&rsquor; İlkay Gündoğan · 65&rsquor; Ferrán Torres · 73&rsquor;","5","0","Porto","5-4-1",1,0.2,"Luis Díaz · 14&rsquor;","1","0","Manchester City","Home",990,3,1,1,1,8,5,5,0,742,18,7,5,1.5,0.7,0.5,15,6,574,666,86.2,45,480,15,15,11
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Manchester City","4-3-3",3,1.5,"Sergio Agüero (P) · 20&rsquor; İlkay Gündoğan · 65&rsquor; Ferrán Torres · 73&rsquor;","5","0","Porto","5-4-1",1,0.2,"Luis Díaz · 14&rsquor;","1","0","Porto","Away",990,1,1,0,0,6,2,1,0,419,12,11,8,0.2,0.2,0.2,8,2,236,320,73.8,17,251,8,12,6
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Internazionale","3-4-1-2",2,2.8,"Romelu Lukaku · 49&rsquor; Romelu Lukaku · 90&rsquor;","3","0","Mönchengladbach","4-2-3-1",2,1.4,"Ramy Bensebaini (P) · 63&rsquor; Jonas Hofmann · 84&rsquor;","1","0","Internazionale","Home",990,2,1,0,0,17,4,3,0,707,16,21,11,3.5,3.5,2.3,30,2,490,591,82.9,60,315,18,22,12
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Internazionale","3-4-1-2",2,2.8,"Romelu Lukaku · 49&rsquor; Romelu Lukaku · 90&rsquor;","3","0","Mönchengladbach","4-2-3-1",2,1.4,"Ramy Bensebaini (P) · 63&rsquor; Jonas Hofmann · 84&rsquor;","1","0","Mönchengladbach","Away",990,2,1,1,1,5,1,1,0,560,21,17,22,1.5,0.7,0.6,10,4,333,439,75.9,23,249,20,19,13
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",4,2.6,"Kingsley Coman · 28&rsquor; Leon Goretzka · 41&rsquor; Corentin Tolisso · 66&rsquor; Kingsley Coman · 72&rsquor;","2","0","Atlético Madrid","4-4-2",0,0.4,"","4","0","Bayern Munich","Home",990,4,3,0,0,16,5,2,0,741,15,11,10,2.6,2.6,2.4,27,7,519,619,83.8,46,496,26,17,7
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",4,2.6,"Kingsley Coman · 28&rsquor; Leon Goretzka · 41&rsquor; Corentin Tolisso · 66&rsquor; Kingsley Coman · 72&rsquor;","2","0","Atlético Madrid","4-4-2",0,0.4,"","4","0","Atlético Madrid","Away",990,0,0,0,0,6,1,4,0,554,15,8,15,0.4,0.4,0.4,11,0,335,449,74.6,39,287,21,15,13
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Ajax","4-3-3",0,1.4,"","1","0","Liverpool","4-3-3",1,1.1,"Nicolás Tagliafico (OG) · 35&rsquor;","2","0","Ajax","Home",990,0,0,0,0,12,4,1,0,689,14,19,18,1.4,1.4,1.3,22,0,391,549,71.2,36,249,16,16,9
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Ajax","4-3-3",0,1.4,"","1","0","Liverpool","4-3-3",1,1.1,"Nicolás Tagliafico (OG) · 35&rsquor;","2","0","Liverpool","Away",990,0,0,0,0,16,6,2,0,724,15,19,11,1.1,1.1,0.9,22,0,424,575,73.7,48,421,33,14,8
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Midtjylland","4-2-3-1",0,0.8,"","1","0","Atalanta","3-4-1-2",4,2.5,"Duván Zapata · 26&rsquor; Papu Gómez · 36&rsquor; Luis Muriel · 42&rsquor; Aleksei Miranchuk · 88&rsquor;","1","0","Midtjylland","Home",990,0,0,0,0,9,3,1,0,584,15,13,13,0.8,0.8,0.7,15,0,378,482,78.4,38,321,13,16,13
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Midtjylland","4-2-3-1",0,0.8,"","1","0","Atalanta","3-4-1-2",4,2.5,"Duván Zapata · 26&rsquor; Papu Gómez · 36&rsquor; Luis Muriel · 42&rsquor; Aleksei Miranchuk · 88&rsquor;","1","0","Atalanta","Away",990,4,4,0,0,18,10,1,0,634,17,11,10,2.5,2.5,1.8,28,7,414,515,80.4,42,407,19,12,4
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Olympiacos","4-4-2",1,1,"Koka · 90+1&rsquor;","1","0","Marseille","4-1-4-1",0,0.9,"","0","0","Olympiacos","Home",990,1,1,0,0,11,3,1,0,596,13,16,8,1,1,0.9,18,1,401,507,79.1,50,413,17,9,5
"UEFA Champions League","2020-10-21","UEFA Champions League (Group stage)","Olympiacos","4-4-2",1,1,"Koka · 90+1&rsquor;","1","0","Marseille","4-1-4-1",0,0.9,"","0","0","Marseille","Away",990,0,0,0,0,10,2,0,0,590,12,17,13,1,1,0.8,15,0,391,493,79.3,33,336,18,18,10
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",0,0.1,"","0","0","Internazionale","3-5-2",0,1.7,"","2","0","Shakhtar Donetsk","Home",990,0,0,0,0,4,1,0,0,530,4,10,15,0.1,0.1,0.1,8,0,362,445,81.3,19,245,15,17,13
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",0,0.1,"","0","0","Internazionale","3-5-2",0,1.7,"","2","0","Internazionale","Away",990,0,0,0,0,12,4,2,0,714,17,15,3,1.8,1.8,1.3,23,0,542,643,84.3,55,387,19,10,7
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Porto","4-2-3-1",2,1.4,"Fabio Vieira · 11&rsquor; Sérgio Oliveira · 85&rsquor;","3","0","Olympiacos","4-2-3-1",0,1,"","1","0","Porto","Home",990,2,1,0,0,10,6,3,0,600,12,12,15,1.4,1.4,1.1,16,2,364,466,78.1,42,269,19,12,8
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Porto","4-2-3-1",2,1.4,"Fabio Vieira · 11&rsquor; Sérgio Oliveira · 85&rsquor;","3","0","Olympiacos","4-2-3-1",0,1,"","1","0","Olympiacos","Away",990,0,0,0,0,11,3,1,0,701,11,14,5,1,1,0.7,18,0,478,609,78.5,46,397,9,17,13
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Liverpool","4-3-3",2,2.2,"Diogo Jota · 55&rsquor; Mohamed Salah (P) · 90+3&rsquor;","1","0","Midtjylland","4-2-3-1",0,1.2,"","4","0","Liverpool","Home",990,2,1,1,1,8,1,1,0,754,12,8,11,2.2,1.4,1.4,16,4,548,653,83.9,45,518,16,17,12
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Liverpool","4-3-3",2,2.2,"Diogo Jota · 55&rsquor; Mohamed Salah (P) · 90+3&rsquor;","1","0","Midtjylland","4-2-3-1",0,1.2,"","4","0","Midtjylland","Away",990,0,0,0,0,5,1,4,0,484,15,9,8,1.2,1.2,1.2,9,0,280,392,71.4,18,223,16,15,10
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Lokomotiv Moscow","4-3-2-1",1,1.5,"Anton Miranchuk · 70&rsquor;","3","0","Bayern Munich","4-2-3-1",2,3.2,"Leon Goretzka · 13&rsquor; Joshua Kimmich · 79&rsquor;","1","0","Lokomotiv Moscow","Home",990,1,1,0,0,15,6,3,0,482,9,9,11,1.5,1.5,1.4,25,2,273,366,74.6,32,257,19,8,7
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Lokomotiv Moscow","4-3-2-1",1,1.5,"Anton Miranchuk · 70&rsquor;","3","0","Bayern Munich","4-2-3-1",2,3.2,"Leon Goretzka · 13&rsquor; Joshua Kimmich · 79&rsquor;","1","0","Bayern Munich","Away",990,2,2,0,0,19,4,1,0,754,9,11,14,3.2,3.2,2.6,35,4,552,660,83.6,61,477,34,6,4
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Atlético Madrid","4-4-2",3,2.5,"Marcos Llorente · 29&rsquor; João Félix · 52&rsquor; João Félix · 85&rsquor;","1","0","Red Bull Salzburg","4-2-3-1",2,1.1,"Dominik Szoboszlai · 40&rsquor; Felipe (OG) · 47&rsquor;","2","0","Atlético Madrid","Home",990,3,2,0,0,19,8,1,0,616,18,14,17,2.5,2.5,2.3,35,5,362,488,74.2,36,330,16,34,27
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Atlético Madrid","4-4-2",3,2.5,"Marcos Llorente · 29&rsquor; João Félix · 52&rsquor; João Félix · 85&rsquor;","1","0","Red Bull Salzburg","4-2-3-1",2,1.1,"Dominik Szoboszlai · 40&rsquor; Felipe (OG) · 47&rsquor;","2","0","Red Bull Salzburg","Away",990,1,1,0,0,14,3,2,0,621,15,21,12,1.1,1.1,0.9,22,2,383,497,77.1,42,257,12,12,5
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Atalanta","3-4-3",2,1.7,"Duván Zapata · 54&rsquor; Duván Zapata · 60&rsquor;","3","0","Ajax","4-3-3",2,1.4,"Dušan Tadić (P) · 30&rsquor; Lassina Franck Traoré · 38&rsquor;","3","0","Atalanta","Home",990,2,2,0,0,14,7,3,0,577,24,22,15,1.8,1.8,1.6,26,4,315,433,72.7,29,251,29,16,10
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Atalanta","3-4-3",2,1.7,"Duván Zapata · 54&rsquor; Duván Zapata · 60&rsquor;","3","0","Ajax","4-3-3",2,1.4,"Dušan Tadić (P) · 30&rsquor; Lassina Franck Traoré · 38&rsquor;","3","0","Ajax","Away",990,2,0,1,1,12,6,3,0,629,21,14,15,1.4,0.6,0.2,21,4,393,517,76,55,373,17,23,15
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Marseille","5-3-2",0,0.1,"","2","0","Manchester City","4-3-3",3,1.9,"Ferrán Torres · 18&rsquor; İlkay Gündoğan · 76&rsquor; Raheem Sterling · 81&rsquor;","1","0","Marseille","Home",990,0,0,0,0,2,2,2,0,565,20,15,5,0.1,0.1,0.1,4,0,393,481,81.7,18,412,10,9,6
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Marseille","5-3-2",0,0.1,"","2","0","Manchester City","4-3-3",3,1.9,"Ferrán Torres · 18&rsquor; İlkay Gündoğan · 76&rsquor; Raheem Sterling · 81&rsquor;","1","0","Manchester City","Away",990,3,3,0,0,8,4,1,0,946,10,4,6,1.9,1.9,1.9,13,5,788,869,90.7,62,663,18,17,7
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Mönchengladbach","4-2-3-1",2,1.6,"Marcus Thuram · 33&rsquor; Marcus Thuram · 58&rsquor;","3","0","Real Madrid","4-3-3",2,2.6,"Karim Benzema · 87&rsquor; Casemiro · 90+3&rsquor;","1","0","Mönchengladbach","Home",990,2,1,0,0,9,5,3,0,546,15,14,18,1.6,1.6,1,16,3,344,435,79.1,13,248,16,18,14
"UEFA Champions League","2020-10-27","UEFA Champions League (Group stage)","Mönchengladbach","4-2-3-1",2,1.6,"Marcus Thuram · 33&rsquor; Marcus Thuram · 58&rsquor;","3","0","Real Madrid","4-3-3",2,2.6,"Karim Benzema · 87&rsquor; Casemiro · 90+3&rsquor;","1","0","Real Madrid","Away",990,2,2,0,0,22,6,1,0,910,10,13,9,2.6,2.6,2.3,36,4,719,824,87.3,79,641,22,22,16
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Manchester United","4-1-2-1-2",5,3.2,"Mason Greenwood · 21&rsquor; Marcus Rashford · 74&rsquor; Marcus Rashford · 78&rsquor; Anthony Martial (P) · 87&rsquor; Marcus Rashford · 90+2&rsquor;","1","0","RB Leipzig","3-1-4-2",0,0.5,"","3","0","Manchester United","Home",990,5,3,1,1,14,7,1,0,600,13,14,11,3.2,2.4,2.1,22,8,402,484,83.1,25,279,16,19,12
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Manchester United","4-1-2-1-2",5,3.2,"Mason Greenwood · 21&rsquor; Marcus Rashford · 74&rsquor; Marcus Rashford · 78&rsquor; Anthony Martial (P) · 87&rsquor; Marcus Rashford · 90+2&rsquor;","1","0","RB Leipzig","3-1-4-2",0,0.5,"","3","0","RB Leipzig","Away",990,0,0,0,0,9,2,3,0,649,20,7,10,0.5,0.5,0.3,18,0,439,549,80,38,382,14,15,8
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Krasnodar","4-2-3-1",0,0.6,"","2","0","Chelsea","4-3-3",4,2.4,"Callum Hudson-Odoi · 37&rsquor; Timo Werner (P) · 76&rsquor; Hakim Ziyech · 79&rsquor; Christian Pulisic · 90&rsquor;","0","0","Krasnodar","Home",990,0,0,0,0,13,4,2,0,421,10,15,11,0.6,0.6,0.4,23,0,210,314,66.9,23,206,19,21,15
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Krasnodar","4-2-3-1",0,0.6,"","2","0","Chelsea","4-3-3",4,2.4,"Callum Hudson-Odoi · 37&rsquor; Timo Werner (P) · 76&rsquor; Hakim Ziyech · 79&rsquor; Christian Pulisic · 90&rsquor;","0","0","Chelsea","Away",990,4,3,1,2,14,6,0,0,842,14,5,6,2.5,0.8,0.6,25,7,634,733,86.5,56,580,20,19,13
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","İstanbul Başakşehir","4-1-4-1",0,0.9,"","3","0","Paris Saint-Germain","4-4-2",2,2.4,"Moise Kean · 64&rsquor; Moise Kean · 79&rsquor;","1","0","İstanbul Başakşehir","Home",990,0,0,0,0,16,4,3,0,595,10,13,15,0.9,0.9,0.8,30,0,386,485,79.6,45,396,35,19,13
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","İstanbul Başakşehir","4-1-4-1",0,0.9,"","3","0","Paris Saint-Germain","4-4-2",2,2.4,"Moise Kean · 64&rsquor; Moise Kean · 79&rsquor;","1","0","Paris Saint-Germain","Away",990,2,2,0,0,18,4,1,0,683,12,13,12,2.4,2.4,2.2,32,4,463,556,83.3,48,446,25,23,16
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Juventus","4-2-3-1",0,0.4,"Merih Demiral · 85&rsquor;","6","1","Barcelona","4-2-3-1",2,2.3,"Ousmane Dembélé · 14&rsquor; Lionel Messi (P) · 90+1&rsquor;","1","0","Juventus","Home",984,0,0,0,0,10,0,5,1,638,23,17,10,0.4,0.4,0.3,17,0,448,521,86,46,384,22,22,11
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Juventus","4-2-3-1",0,0.4,"Merih Demiral · 85&rsquor;","6","1","Barcelona","4-2-3-1",2,2.3,"Ousmane Dembélé · 14&rsquor; Lionel Messi (P) · 90+1&rsquor;","1","0","Barcelona","Away",990,2,1,1,1,12,3,1,0,824,17,12,9,2.3,1.5,1.3,22,4,654,733,89.2,33,532,26,30,23
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Club Brugge","3-5-2",1,2.1,"Hans Vanaken (P) · 42&rsquor;","3","0","Lazio","3-5-2",1,0.8,"Joaquín Correa · 14&rsquor;","5","0","Club Brugge","Home",990,1,0,1,1,10,2,3,0,731,6,16,8,2.2,1.4,1.3,19,2,523,642,81.5,60,407,29,21,12
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Club Brugge","3-5-2",1,2.1,"Hans Vanaken (P) · 42&rsquor;","3","0","Lazio","3-5-2",1,0.8,"Joaquín Correa · 14&rsquor;","5","0","Lazio","Away",990,1,1,0,0,8,3,5,0,541,20,15,13,0.8,0.8,0.8,15,2,327,424,77.1,18,228,6,8,5
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Ferencváros","4-1-4-1",2,1,"Tokmac Nguen · 59&rsquor; Franck Boli · 90&rsquor;","5","0","Dynamo Kyiv","4-4-1-1",2,1.6,"Viktor Tsyhankov (P) · 28&rsquor; Carlos de Pena · 41&rsquor; Serhiy Sydorchuk · 86&rsquor;","4","1","Ferencváros","Home",990,2,2,0,0,15,4,5,0,667,13,19,5,1,1,1,25,3,477,563,84.7,37,386,12,12,5
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Ferencváros","4-1-4-1",2,1,"Tokmac Nguen · 59&rsquor; Franck Boli · 90&rsquor;","5","0","Dynamo Kyiv","4-4-1-1",2,1.6,"Viktor Tsyhankov (P) · 28&rsquor; Carlos de Pena · 41&rsquor; Serhiy Sydorchuk · 86&rsquor;","4","1","Dynamo Kyiv","Away",985,2,0,1,1,6,2,3,1,647,12,8,13,1.7,0.9,0.4,12,3,469,557,84.2,25,407,13,8,5
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",2,1.7,"Jadon Sancho (P) · 78&rsquor; Erling Haaland · 90+1&rsquor;","0","0","Zenit","4-1-4-1",0,0.2,"","2","0","Dortmund","Home",990,2,1,1,1,10,4,0,0,991,14,8,7,1.7,0.9,0.9,21,4,793,899,88.2,96,570,29,36,20
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",2,1.7,"Jadon Sancho (P) · 78&rsquor; Erling Haaland · 90+1&rsquor;","0","0","Zenit","4-1-4-1",0,0.2,"","2","0","Zenit","Away",990,0,0,0,0,4,0,2,0,528,23,20,11,0.2,0.2,0.2,7,0,315,400,78.8,16,276,7,14,8
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Sevilla","4-3-3",1,2.6,"Luuk de Jong · 55&rsquor;","2","0","Rennes","4-3-3",0,0.1,"","3","0","Sevilla","Home",990,1,1,0,0,23,9,2,0,685,17,5,8,2.6,2.6,2.6,44,2,510,609,83.7,39,372,22,19,12
"UEFA Champions League","2020-10-28","UEFA Champions League (Group stage)","Sevilla","4-3-3",1,2.6,"Luuk de Jong · 55&rsquor;","2","0","Rennes","4-3-3",0,0.1,"","3","0","Rennes","Away",990,0,0,0,0,2,2,3,0,433,11,11,9,0.1,0.1,0,3,0,227,313,72.5,14,184,8,21,8
